minute,X,Y,player,shotType,result,h_team,a_team,player_assisted,xG
90,0.7480000305175781,0.67,Konrad Laimer,RightFoot,MissedShots,Borussia M.Gladbach,Bayern Munich,,0.014441721141338348
92,0.904000015258789,0.515,Harry Kane,Head,SavedShot,Borussia M.Gladbach,Bayern Munich,Michael Olise,0.10675826668739319
95,0.8880000305175781,0.5679999923706055,Lennart Karl,LeftFoot,MissedShots,Borussia M.Gladbach,Bayern Munich,Leon Goretzka,0.13764284551143646
7,0.7290000152587891,0.29100000381469726,Lennart Karl,LeftFoot,SavedShot,Bayern Munich,Bayer Leverkusen,Joshua Kimmich,0.012614546343684196
14,0.8080000305175781,0.45799999237060546,Lennart Karl,LeftFoot,MissedShots,Bayern Munich,Bayer Leverkusen,Raphael Guerreiro,0.04895799607038498
17,0.9490000152587891,0.5259999847412109,Leon Goretzka,Head,MissedShots,Bayern Munich,Bayer Leverkusen,Lennart Karl,0.14656665921211243
20,0.8669999694824219,0.57,Serge Gnabry,LeftFoot,BlockedShot,Bayern Munich,Bayer Leverkusen,,0.028915228322148323
20,0.8419999694824218,0.720999984741211,Tom Bischof,LeftFoot,BlockedShot,Bayern Munich,Bayer Leverkusen,Raphael Guerreiro,0.03872549161314964
20,0.725,0.549000015258789,Konrad Laimer,RightFoot,SavedShot,Bayern Munich,Bayer Leverkusen,Raphael Guerreiro,0.025015195831656456
24,0.9069999694824219,0.625,Serge Gnabry,RightFoot,Goal,Bayern Munich,Bayer Leverkusen,Tom Bischof,0.48760223388671875
30,0.9269999694824219,0.504000015258789,Nicolas Jackson,Head,Goal,Bayern Munich,Bayer Leverkusen,Konrad Laimer,0.4214836657047272
35,0.759000015258789,0.7769999694824219,Tom Bischof,LeftFoot,MissedShots,Bayern Munich,Bayer Leverkusen,,0.013917376287281513
40,0.8219999694824218,0.4379999923706055,Lennart Karl,LeftFoot,MissedShots,Bayern Munich,Bayer Leverkusen,Serge Gnabry,0.07661697268486023
49,0.9580000305175781,0.4929999923706055,Nicolas Jackson,Head,MissedShots,Bayern Munich,Bayer Leverkusen,,0.4627630412578583
57,0.8680000305175781,0.44400001525878907,Raphael Guerreiro,LeftFoot,MissedShots,Bayern Munich,Bayer Leverkusen,Lennart Karl,0.1304461658000946
70,0.8669999694824219,0.2989999961853027,Michael Olise,RightFoot,BlockedShot,Bayern Munich,Bayer Leverkusen,Raphael Guerreiro,0.06561475992202759
71,0.8830000305175781,0.3110000038146973,Michael Olise,LeftFoot,BlockedShot,Bayern Munich,Bayer Leverkusen,Luis Díaz,0.046035949140787125
80,0.8930000305175781,0.33099998474121095,Sacha Boey,RightFoot,BlockedShot,Bayern Munich,Bayer Leverkusen,Michael Olise,0.09059534221887589
81,0.7869999694824219,0.4420000076293945,Tom Bischof,RightFoot,MissedShots,Bayern Munich,Bayer Leverkusen,Luis Díaz,0.019419750198721886
82,0.9569999694824218,0.590999984741211,Harry Kane,LeftFoot,BlockedShot,Bayern Munich,Bayer Leverkusen,Aleksandar Pavlovic,0.10164843499660492
86,0.8030000305175782,0.46799999237060547,Michael Olise,LeftFoot,BlockedShot,Bayern Munich,Bayer Leverkusen,Luis Díaz,0.06600669771432877
32,0.9,0.615,Harry Kane,LeftFoot,BlockedShot,Union Berlin,Bayern Munich,Josip Stanisic,0.061162449419498444
37,0.9890000152587891,0.69,Luis Díaz,RightFoot,Goal,Union Berlin,Bayern Munich,Josip Stanisic,0.062277164310216904
44,0.8590000152587891,0.544000015258789,Luis Díaz,RightFoot,MissedShots,Union Berlin,Bayern Munich,Harry Kane,0.3474457263946533
46,0.845,0.35200000762939454,Harry Kane,RightFoot,BlockedShot,Union Berlin,Bayern Munich,,0.04918748512864113
47,0.8519999694824218,0.3770000076293945,Michael Olise,LeftFoot,SavedShot,Union Berlin,Bayern Munich,Jonathan Tah,0.04381386190652847
59,0.9219999694824219,0.29399999618530276,Michael Olise,LeftFoot,SavedShot,Union Berlin,Bayern Munich,Joshua Kimmich,0.20111674070358276
63,0.9490000152587891,0.28,Jonathan Tah,RightFoot,MissedShots,Union Berlin,Bayern Munich,Joshua Kimmich,0.026027992367744446
67,0.7630000305175781,0.49700000762939456,Leon Goretzka,RightFoot,BlockedShot,Union Berlin,Bayern Munich,Lennart Karl,0.02692420594394207
70,0.8590000152587891,0.4229999923706055,Leon Goretzka,RightFoot,MissedShots,Union Berlin,Bayern Munich,Jonathan Tah,0.08768291026353836
73,0.8219999694824218,0.34799999237060547,Michael Olise,LeftFoot,BlockedShot,Union Berlin,Bayern Munich,Leon Goretzka,0.04258132725954056
92,0.9290000152587891,0.514000015258789,Harry Kane,Head,Goal,Union Berlin,Bayern Munich,Tom Bischof,0.36480724811553955
95,0.7680000305175781,0.5420000076293945,Harry Kane,RightFoot,BlockedShot,Union Berlin,Bayern Munich,Tom Bischof,0.029433198273181915
