minute,X,Y,player,shotType,result,h_team,a_team,player_assisted,xG
33,0.9540000152587891,0.445,Robert Andrich,Head,MissedShots,Bayer Leverkusen,FC Cologne,Aleix García,0.402569979429245
35,0.7519999694824219,0.3579999923706055,Jonas Hofmann,RightFoot,SavedShot,Bayer Leverkusen,FC Cologne,Christian Kofane,0.01860147900879383
35,0.789000015258789,0.5479999923706055,Jonas Hofmann,RightFoot,MissedShots,Bayer Leverkusen,FC Cologne,Ibrahim Maza,0.03836853429675102
42,0.8030000305175782,0.3920000076293945,Aleix García,RightFoot,BlockedShot,Bayer Leverkusen,FC Cologne,Arthur,0.038217294961214066
47,0.8190000152587891,0.49700000762939456,Malik Tillman,RightFoot,MissedShots,Bayer Leverkusen,FC Cologne,,0.3203016221523285
49,0.96,0.6419999694824219,Ibrahim Maza,LeftFoot,SavedShot,Bayer Leverkusen,FC Cologne,,0.07766236364841461
54,0.865,0.46,Christian Kofane,Head,SavedShot,Bayer Leverkusen,FC Cologne,Jarell Quansah,0.03293028101325035
64,0.7909999847412109,0.6409999847412109,Ibrahim Maza,RightFoot,BlockedShot,Bayer Leverkusen,FC Cologne,Malik Tillman,0.029464781284332275
65,0.919000015258789,0.425,Martin Terrier,RightFoot,Goal,Bayer Leverkusen,FC Cologne,Arthur,0.09197867661714554
69,0.865999984741211,0.3270000076293945,Edmond Tapsoba,RightFoot,MissedShots,Bayer Leverkusen,FC Cologne,,0.037170857191085815
70,0.874000015258789,0.38799999237060545,Edmond Tapsoba,RightFoot,MissedShots,Bayer Leverkusen,FC Cologne,,0.05939260497689247
71,0.9259999847412109,0.4929999923706055,Robert Andrich,Head,Goal,Bayer Leverkusen,FC Cologne,Aleix García,0.05769234895706177
78,0.8480000305175781,0.7169999694824218,Alejo Sarco,LeftFoot,MissedShots,Bayer Leverkusen,FC Cologne,Nathan Tella,0.2639252841472626
90,0.9690000152587891,0.5870000076293945,Jeanuël Belocian,Head,MissedShots,Bayer Leverkusen,FC Cologne,Martin Terrier,0.2895685136318207
