minute,X,Y,player,shotType,result,h_team,a_team,player_assisted,xG
19,0.8290000152587891,0.42400001525878905,Mathias Honsak,RightFoot,MissedShots,FC Heidenheim,Freiburg,Jan Schöppner,0.28912457823753357
29,0.889000015258789,0.6809999847412109,Mathias Honsak,LeftFoot,BlockedShot,FC Heidenheim,Freiburg,Jonas Föhrenbach,0.05445462465286255
32,0.8040000152587891,0.25299999237060544,Marvin Pieringer,LeftFoot,BlockedShot,FC Heidenheim,Freiburg,Niklas Dorsch,0.02110392227768898
44,0.8059999847412109,0.4909999847412109,Niklas Dorsch,RightFoot,MissedShots,FC Heidenheim,Freiburg,Jan Schöppner,0.05249210074543953
46,0.7859999847412109,0.48400001525878905,Julian Niehues,RightFoot,BlockedShot,FC Heidenheim,Freiburg,Marvin Pieringer,0.030209729447960854
58,0.9490000152587891,0.5170000076293946,Patrick Mainka,LeftFoot,Goal,FC Heidenheim,Freiburg,Marnon Busch,0.4727487862110138
62,0.825999984741211,0.66,Mathias Honsak,LeftFoot,MissedShots,FC Heidenheim,Freiburg,Arijon Ibrahimovic,0.03491741046309471
62,0.9059999847412109,0.52,Patrick Mainka,RightFoot,MissedShots,FC Heidenheim,Freiburg,,0.12639178335666656
65,0.8819999694824219,0.5879999923706055,Jan Schöppner,RightFoot,BlockedShot,FC Heidenheim,Freiburg,Mathias Honsak,0.09292209148406982
66,0.97,0.46,Marvin Pieringer,Head,MissedShots,FC Heidenheim,Freiburg,Jonas Föhrenbach,0.6136299967765808
82,0.7480000305175781,0.5679999923706055,Niklas Dorsch,RightFoot,MissedShots,FC Heidenheim,Freiburg,,0.013681476004421711
88,0.9269999694824219,0.505,Stefan Schimmer,Head,SavedShot,FC Heidenheim,Freiburg,Arijon Ibrahimovic,0.42202049493789673
93,0.9359999847412109,0.6940000152587891,Stefan Schimmer,LeftFoot,Goal,FC Heidenheim,Freiburg,,0.3063417673110962
9,0.7419999694824219,0.28299999237060547,Thomas Keller,RightFoot,BlockedShot,St. Pauli,FC Heidenheim,,0.010648406110703945
12,0.924000015258789,0.5029999923706054,Marvin Pieringer,Head,MissedShots,St. Pauli,FC Heidenheim,Adrian Beck,0.06737808138132095
46,0.8969999694824219,0.3609999847412109,Stefan Schimmer,RightFoot,SavedShot,St. Pauli,FC Heidenheim,Marnon Busch,0.317539244890213
46,0.9259999847412109,0.7219999694824218,Adrian Beck,RightFoot,BlockedShot,St. Pauli,FC Heidenheim,Arijon Ibrahimovic,0.03201702609658241
57,0.8130000305175781,0.48700000762939455,Julian Niehues,RightFoot,SavedShot,St. Pauli,FC Heidenheim,Marvin Pieringer,0.05436252802610397
61,0.8719999694824219,0.34099998474121096,Arijon Ibrahimovic,RightFoot,SavedShot,St. Pauli,FC Heidenheim,Stefan Schimmer,0.07057763636112213
62,0.8630000305175781,0.5429999923706055,Marvin Pieringer,Head,SavedShot,St. Pauli,FC Heidenheim,Arijon Ibrahimovic,0.012878591194748878
63,0.9590000152587891,0.38599998474121094,Stefan Schimmer,RightFoot,MissedShots,St. Pauli,FC Heidenheim,,0.06819172948598862
63,0.98,0.514000015258789,Marvin Pieringer,RightFoot,Goal,St. Pauli,FC Heidenheim,Stefan Schimmer,0.847844123840332
66,0.9290000152587891,0.595999984741211,Stefan Schimmer,LeftFoot,MissedShots,St. Pauli,FC Heidenheim,Jonas Föhrenbach,0.11237842589616776
74,0.8680000305175781,0.665,Mathias Honsak,RightFoot,MissedShots,St. Pauli,FC Heidenheim,,0.020763050764799118
76,0.7619999694824219,0.46700000762939453,Omar Traoré,LeftFoot,SavedShot,St. Pauli,FC Heidenheim,,0.024045566096901894
79,0.7709999847412109,0.5320000076293945,Jonas Föhrenbach,LeftFoot,BlockedShot,St. Pauli,FC Heidenheim,Omar Traoré,0.023768967017531395
