minute,X,Y,player,shotType,result,h_team,a_team,player_assisted,xG
55,0.93,0.47,Christoph Baumgartner,OtherBodyPart,SavedShot,RasenBallsport Leipzig,Freiburg,David Raum,0.07960467785596848
55,0.9640000152587891,0.53,Rômulo,Head,Goal,RasenBallsport Leipzig,Freiburg,,0.5156204700469971
58,0.924000015258789,0.35200000762939454,Xaver Schlager,RightFoot,BlockedShot,RasenBallsport Leipzig,Freiburg,Bote Baku,0.11640821397304535
66,0.884000015258789,0.585,Christoph Baumgartner,RightFoot,ShotOnPost,RasenBallsport Leipzig,Freiburg,Antonio Nusa,0.13158367574214935
66,0.9590000152587891,0.40900001525878904,Christoph Baumgartner,RightFoot,BlockedShot,RasenBallsport Leipzig,Freiburg,Yan Diomande,0.14414893090724945
68,0.87,0.7240000152587891,Antonio Nusa,RightFoot,MissedShots,RasenBallsport Leipzig,Freiburg,David Raum,0.06125039979815483
72,0.9790000152587891,0.3970000076293945,Nicolas Seiwald,Head,SavedShot,RasenBallsport Leipzig,Freiburg,Bote Baku,0.013768651522696018
74,0.870999984741211,0.7240000152587891,Antonio Nusa,RightFoot,BlockedShot,RasenBallsport Leipzig,Freiburg,David Raum,0.05404990538954735
77,0.7469999694824219,0.615999984741211,Antonio Nusa,RightFoot,MissedShots,RasenBallsport Leipzig,Freiburg,,0.05781984329223633
79,0.9640000152587891,0.715,Antonio Nusa,LeftFoot,ShotOnPost,RasenBallsport Leipzig,Freiburg,Yan Diomande,0.0719030573964119
80,0.845,0.5070000076293946,Bote Baku,LeftFoot,BlockedShot,RasenBallsport Leipzig,Freiburg,,0.08453532308340073
81,0.845999984741211,0.5109999847412109,Xaver Schlager,RightFoot,BlockedShot,RasenBallsport Leipzig,Freiburg,Yan Diomande,0.053829289972782135
81,0.85,0.48900001525878906,Conrad Harder,LeftFoot,BlockedShot,RasenBallsport Leipzig,Freiburg,,0.07221853733062744
92,0.8919999694824219,0.6769999694824219,Ezechiel Banzuzi,LeftFoot,BlockedShot,RasenBallsport Leipzig,Freiburg,Conrad Harder,0.08245810121297836
2,0.855999984741211,0.649000015258789,Christoph Baumgartner,RightFoot,MissedShots,RasenBallsport Leipzig,Bayern Munich,Rômulo,0.056250449270009995
3,0.9330000305175781,0.37400001525878906,Rômulo,RightFoot,SavedShot,RasenBallsport Leipzig,Bayern Munich,Yan Diomande,0.3404724895954132
6,0.9580000305175781,0.5170000076293946,Antonio Nusa,LeftFoot,MissedShots,RasenBallsport Leipzig,Bayern Munich,Yan Diomande,0.6708011031150818
17,0.82,0.34,Nicolas Seiwald,RightFoot,MissedShots,RasenBallsport Leipzig,Bayern Munich,Yan Diomande,0.034929316490888596
19,0.9580000305175781,0.55,Rômulo,RightFoot,Goal,RasenBallsport Leipzig,Bayern Munich,David Raum,0.5437771677970886
23,0.884000015258789,0.37599998474121094,Antonio Nusa,RightFoot,MissedShots,RasenBallsport Leipzig,Bayern Munich,Nicolas Seiwald,0.3012889623641968
34,0.845999984741211,0.39099998474121095,Yan Diomande,RightFoot,BlockedShot,RasenBallsport Leipzig,Bayern Munich,Rômulo,0.06870568543672562
34,0.96,0.5990000152587891,Christoph Baumgartner,LeftFoot,MissedShots,RasenBallsport Leipzig,Bayern Munich,Antonio Nusa,0.11365993320941925
36,0.8519999694824218,0.7230000305175781,Antonio Nusa,RightFoot,MissedShots,RasenBallsport Leipzig,Bayern Munich,Xaver Schlager,0.05739529803395271
52,0.7609999847412109,0.6790000152587891,Antonio Nusa,RightFoot,BlockedShot,RasenBallsport Leipzig,Bayern Munich,,0.015200861729681492
52,0.775,0.5459999847412109,Antonio Nusa,RightFoot,MissedShots,RasenBallsport Leipzig,Bayern Munich,,0.015716414898633957
